SITE_NAME,DEVICE_TYPE,HOSTNAME,REGION,IPV4_MANAGEMENT_IP,IPV6_MANAGEMENT_IP,IPV4_LOOPBACK0_ADDRESS,IPV6_LOOPBACK0_ADDRESS,SID_ABSOLUTE_PREFIX,SID_ABSOLUTE_STRICT_PREFIX,ANY_CAST_SID,PHASE,IPV4_ANYCAST_IP
SMART 4141 SINILOAN,DN-2,SNL04141CICN002,SL,10.205.140.38,2405:b800::a026,10.205.132.38,2405:b800::2026,,,,PHASE 2,10.205.184.114
SMART 4167 MULANAY TOWN PROPER,DN-1,MLY04167CICN001,SL,10.205.140.39,2405:b800::a027,10.205.132.39,2405:b800::2027,,,,PHASE 2,10.205.184.115
SMART 4167 MULANAY TOWN PROPER,DN-2,MLY04167CICN002,SL,10.205.140.40,2405:b800::a028,10.205.132.40,2405:b800::2028,,,,PHASE 2,10.205.184.115
SMART 4682 BUENAVISTA PROPER,DN-1,BVT04682CICN001,SL,10.205.140.41,2405:b800::a029,10.205.132.41,2405:b800::2029,,,,PHASE 2,10.205.184.116
SMART 4682 BUENAVISTA PROPER,DN-2,BVT04682CICN002,SL,10.205.140.42,2405:b800::a02a,10.205.132.42,2405:b800::202a,,,,PHASE 2,10.205.184.116
SMART 4709 INFANTA - TONGOHIN,DN-1,IFA04709CICN001,SL,10.205.140.43,2405:b800::a02b,10.205.132.43,2405:b800::202b,,,,PHASE 2,10.205.184.117
SMART 4709 INFANTA - TONGOHIN,DN-2,IFA04709CICN002,SL,10.205.140.44,2405:b800::a02c,10.205.132.44,2405:b800::202c,,,,PHASE 2,10.205.184.117
SMART 4943 CARMEN,DN-1,RSL04943CICN001,NL,10.205.140.45,2405:b800::a02d,10.205.132.45,2405:b800::202d,,,,PHASE 2,10.205.184.118
SMART 4943 CARMEN,DN-2,RSL04943CICN002,NL,10.205.140.46,2405:b800::a02e,10.205.132.46,2405:b800::202e,,,,PHASE 2,10.205.184.118
SMART 536 SAN NARCISO,DN-1,SNZ00536CICN001,NL,10.205.140.47,2405:b800::a02f,10.205.132.47,2405:b800::202f,,,,PHASE 2,10.205.184.119
SMART 536 SAN NARCISO,DN-2,SNZ00536CICN002,NL,10.205.140.48,2405:b800::a030,10.205.132.48,2405:b800::2030,,,,PHASE 2,10.205.184.119
SMART 539 MEXICO,DN-1,MXC00539CICN001,NL,10.205.140.49,2405:b800::a031,10.205.132.49,2405:b800::2031,,,,PHASE 2,10.205.184.120
SMART 539 MEXICO,DN-2,MXC00539CICN002,NL,10.205.140.50,2405:b800::a032,10.205.132.50,2405:b800::2032,,,,PHASE 2,10.205.184.120
SMART 546 SAN JOSE CITY NE,DN-1,SJN00546CICN001,NL,10.205.140.51,2405:b800::a033,10.205.132.51,2405:b800::2033,,,,PHASE 2,10.205.184.121
SMART 546 SAN JOSE CITY NE,DN-2,SJN00546CICN002,NL,10.205.140.52,2405:b800::a034,10.205.132.52,2405:b800::2034,,,,PHASE 2,10.205.184.121
SMART 547 PALAYAN CITY,DN-1,PLY00547CICN001,NL,10.205.140.53,2405:b800::a035,10.205.132.53,2405:b800::2035,,,,PHASE 2,10.205.184.122
SMART 547 PALAYAN CITY,DN-2,PLY00547CICN002,NL,10.205.140.54,2405:b800::a036,10.205.132.54,2405:b800::2036,,,,PHASE 2,10.205.184.122
SMART 587 TARLAC 2 SAN NICOLAS,DN-1,TRC00587CICN001,NL,10.205.140.55,2405:b800::a037,10.205.132.55,2405:b800::2037,,,,PHASE 2,10.205.184.123
SMART 587 TARLAC 2 SAN NICOLAS,DN-2,TRC00587CICN002,NL,10.205.140.56,2405:b800::a038,10.205.132.56,2405:b800::2038,,,,PHASE 2,10.205.184.123
SMART 590 ORION,DN-1,ORI00590CICN001,NL,10.205.140.57,2405:b800::a039,10.205.132.57,2405:b800::2039,,,,PHASE 2,10.205.184.124
SMART 590 ORION,DN-2,ORI00590CICN002,NL,10.205.140.58,2405:b800::a03a,10.205.132.58,2405:b800::203a,,,,PHASE 2,10.205.184.124
SMART 634 ALFONSO,DN-1,ALF00634CICN001,SL,10.205.140.59,2405:b800::a03b,10.205.132.59,2405:b800::203b,,,,PHASE 2,10.205.184.125
SMART 634 ALFONSO,DN-2,ALF00634CICN002,SL,10.205.140.60,2405:b800::a03c,10.205.132.60,2405:b800::203c,,,,PHASE 2,10.205.184.125
SMART 680 BACOOR 1,DN-1,BCR00680CICN001,SL,10.205.140.61,2405:b800::a03d,10.205.132.61,2405:b800::203d,,,,PHASE 2,10.205.184.126
SMART 680 BACOOR 1,DN-2,BCR00680CICN002,SL,10.205.140.62,2405:b800::a03e,10.205.132.62,2405:b800::203e,,,,PHASE 2,10.205.184.126
SMART B40 LUCBAN,DN-1,LUC00B40CICN01,SL,10.205.140.63,2405:b800::a03f,10.205.132.116,2405:b800::203f,,,,PHASE 2,10.205.184.127
SMART B40 LUCBAN,DN-2,LUC00B40CICN02,SL,10.205.140.64,2405:b800::a040,10.205.132.117,2405:b800::2074,,,,PHASE 2,10.205.184.127
SMART B43 GUMACA,DN-1,GMC00B43CICN001,SL,10.205.140.116,2405:b800::a075,10.205.132.118,2405:b800::2075,,,,PHASE 2,10.205.184.128
SMART B43 GUMACA,DN-2,GMC00B43CICN002,SL,10.205.140.117,2405:b800::a076,10.205.132.119,2405:b800::2076,,,,PHASE 2,10.205.184.128
SMART B54 TIAONG,DN-1,TIA00B54CICN001,SL,10.205.140.118,2405:b800::a077,10.205.132.120,2405:b800::2077,,,,PHASE 2,10.205.184.129
SMART B54 TIAONG,DN-2,TIA00B54CICN002,SL,10.205.140.119,2405:b800::a078,10.205.132.121,2405:b800::2078,,,,PHASE 2,10.205.184.129
SMART B90 ANILAO,DN-1,BAB00B90CICN001,SL,10.205.140.120,2405:b800::a079,10.205.132.122,2405:b800::2079,,,,PHASE 2,10.205.184.130
SMART B90 ANILAO,DN-2,BAB00B90CICN002,SL,10.205.140.121,2405:b800::a07a,10.205.132.123,2405:b800::207a,,,,PHASE 2,10.205.184.130
SMART C01 URDANETA,DN-1,URD00C01CICN001,NL,10.205.140.122,2405:b800::a07b,10.205.132.124,2405:b800::207b,,,,PHASE 2,10.205.184.131
SMART C01 URDANETA,DN-2,URD00C01CICN002,NL,10.205.140.123,2405:b800::a07c,10.205.132.125,2405:b800::207c,,,,PHASE 2,10.205.184.131
SMART C05 MANGALDAN,DN-1,MDF00C05CICN001,NL,10.205.140.124,2405:b800::a07d,10.205.132.126,2405:b800::207d,,,,PHASE 2,10.205.184.132
SMART C05 MANGALDAN,DN-2,MDF00C05CICN002,NL,10.205.140.125,2405:b800::a07e,10.205.132.127,2405:b800::207e,,,,PHASE 2,10.205.184.132
SMART C08 AGOO,DN-1,AOO00C08CICN01,NL,10.205.140.126,2405:b800::a07f,10.205.132.128,2405:b800::207f,,,,PHASE 2,10.205.184.133
SMART C08 AGOO,DN-2,AOO00C08CICN02,NL,10.205.140.127,2405:b800::a080,10.205.132.129,2405:b800::2080,,,,PHASE 2,10.205.184.133
SMART C10 ASINGAN,DN-1,ASI00C10CICN001,NL,10.205.140.128,2405:b800::a081,10.205.132.130,2405:b800::2081,,,,PHASE 2,10.205.184.134
SMART C10 ASINGAN,DN-2,ASI00C10CICN002,NL,10.205.140.129,2405:b800::a082,10.205.132.131,2405:b800::2082,,,,PHASE 2,10.205.184.134
SMART C15 VIGAN,DN-1,BTY00C15CICN001,NL,10.205.140.130,2405:b800::a083,10.205.132.132,2405:b800::2083,,,,PHASE 2,10.205.184.135
SMART C15 VIGAN,DN-2,BTY00C15CICN002,NL,10.205.140.131,2405:b800::a084,10.205.132.133,2405:b800::2084,,,,PHASE 2,10.205.184.135
SMART C18 LAOAG,DN-1,LAG00C18CICN001,NL,10.205.140.132,2405:b800::a085,10.205.132.134,2405:b800::2085,,,,PHASE 2,10.205.184.136
SMART C18 LAOAG,DN-2,LAG00C18CICN002,NL,10.205.140.133,2405:b800::a086,10.205.132.135,2405:b800::2086,,,,PHASE 2,10.205.184.136
SMART C31 ILAGAN,DN-1,ILA00C31CICU001,NL,10.205.140.134,2405:b800::a087,10.205.132.136,2405:b800::2087,,,,PHASE 2,10.205.184.137
SMART C31 ILAGAN,DN-2,ILA00C31CICU002,NL,10.205.140.135,2405:b800::a088,10.205.132.137,2405:b800::2088,,,,PHASE 2,10.205.184.137
SMART C43 MANAOAG,DN-1,MNG00C43CICN001,NL,10.205.140.136,2405:b800::a089,10.205.132.138,2405:b800::2089,,,,PHASE 2,10.205.184.138
SMART C43 MANAOAG,DN-2,MNG00C43CICN002,NL,10.205.140.137,2405:b800::a08a,10.205.132.139,2405:b800::208a,,,,PHASE 2,10.205.184.138
SMART C80 CURRIMAO,DN-1,CUR00C80CICN001,NL,10.205.140.138,2405:b800::a08b,10.205.132.140,2405:b800::208b,,,,PHASE 2,10.205.184.139
SMART C80 CURRIMAO,DN-2,CUR00C80CICN002,NL,10.205.140.139,2405:b800::a08c,10.205.132.141,2405:b800::208c,,,,PHASE 2,10.205.184.139
