results__id,device/id,device/url,HOSTNAME,device/display_name,result__name
b8ea75f3-803f-4edb-a1fc-236c50cae425,1ed0523b-9d31-4050-95af-22f10a8eb1fe,http://10.66.69.142:8481/api/dcim/devices/1ed0523b-9d31-4050-95af-22f10a8eb1fe/?format=json,AOO00C08CICN02,AOO00C08CICN02,Loopback0
7fa883ee-db3e-44cc-a15d-f489ef088079,1ed0523b-9d31-4050-95af-22f10a8eb1fe,http://10.66.69.142:8481/api/dcim/devices/1ed0523b-9d31-4050-95af-22f10a8eb1fe/?format=json,AOO00C08CICN02,AOO00C08CICN02,Loopback1
fd0dd5ec-db4f-4ace-ab30-0410a3f496b0,44ba5b9c-856d-407b-9e5e-0821f0222b61,http://10.66.69.142:8481/api/dcim/devices/44ba5b9c-856d-407b-9e5e-0821f0222b61/?format=json,APL00529CICN001,APL00529CICN001,Loopback0
3879a983-4f4d-449b-8306-8f9720c8953c,44ba5b9c-856d-407b-9e5e-0821f0222b61,http://10.66.69.142:8481/api/dcim/devices/44ba5b9c-856d-407b-9e5e-0821f0222b61/?format=json,APL00529CICN001,APL00529CICN001,Loopback1
30eabf5b-033b-4326-812a-06066b036355,1f2c1abe-cfd8-48ae-9396-ee85d0646585,http://10.66.69.142:8481/api/dcim/devices/1f2c1abe-cfd8-48ae-9396-ee85d0646585/?format=json,ASI00C10CICN001,ASI00C10CICN001,Loopback0
18fefea6-bbb6-4157-94e3-7536418d3e7e,1f2c1abe-cfd8-48ae-9396-ee85d0646585,http://10.66.69.142:8481/api/dcim/devices/1f2c1abe-cfd8-48ae-9396-ee85d0646585/?format=json,ASI00C10CICN001,ASI00C10CICN001,Loopback1
df1f893d-8379-4e0a-9afd-8bdcd19d56e6,a0635ede-55a6-4cf7-ab8d-7de78fb93393,http://10.66.69.142:8481/api/dcim/devices/a0635ede-55a6-4cf7-ab8d-7de78fb93393/?format=json,ASI00C10CICN002,ASI00C10CICN002,Loopback0
bbca7085-41db-4f7a-97a8-3c3cf87ec359,a0635ede-55a6-4cf7-ab8d-7de78fb93393,http://10.66.69.142:8481/api/dcim/devices/a0635ede-55a6-4cf7-ab8d-7de78fb93393/?format=json,ASI00C10CICN002,ASI00C10CICN002,Loopback1
cdce7c67-e7e4-40ae-b4d3-a4e4ee66a2f9,2859612a-0bde-4895-84b1-d60b73e9dc93,http://10.66.69.142:8481/api/dcim/devices/2859612a-0bde-4895-84b1-d60b73e9dc93/?format=json,ATT00T02CICU001,ATT00T02CICU001,Loopback0
87c22304-6edf-48e6-8437-4f3b7e07a964,2859612a-0bde-4895-84b1-d60b73e9dc93,http://10.66.69.142:8481/api/dcim/devices/2859612a-0bde-4895-84b1-d60b73e9dc93/?format=json,ATT00T02CICU001,ATT00T02CICU001,Loopback1
d8ba797e-78fb-4621-ac84-f096489a6d14,8ee6d21d-34ef-4649-bb47-fab3e556507e,http://10.66.69.142:8481/api/dcim/devices/8ee6d21d-34ef-4649-bb47-fab3e556507e/?format=json,BAB00B13CICU001,BAB00B13CICU001,Loopback0
3679166d-2581-411c-9395-01961611d725,8ee6d21d-34ef-4649-bb47-fab3e556507e,http://10.66.69.142:8481/api/dcim/devices/8ee6d21d-34ef-4649-bb47-fab3e556507e/?format=json,BAB00B13CICU001,BAB00B13CICU001,Loopback1
f1481ef5-8ac6-48ae-a5a2-61437b4955b9,e670c6f1-9acc-4575-aa21-df5d54df0f99,http://10.66.69.142:8481/api/dcim/devices/e670c6f1-9acc-4575-aa21-df5d54df0f99/?format=json,BAB00B90CICN001,BAB00B90CICN001,Loopback0
cd6ab1eb-2de6-484a-bdd8-538f8935c2d5,e670c6f1-9acc-4575-aa21-df5d54df0f99,http://10.66.69.142:8481/api/dcim/devices/e670c6f1-9acc-4575-aa21-df5d54df0f99/?format=json,BAB00B90CICN001,BAB00B90CICN001,Loopback1
6959d97c-ccdf-4261-96ac-0e6c90d8b0ac,61b4da67-d231-45ed-a373-1d6da2f43d8c,http://10.66.69.142:8481/api/dcim/devices/61b4da67-d231-45ed-a373-1d6da2f43d8c/?format=json,BAB00B90CICN002,BAB00B90CICN002,Loopback0
2b02bce2-2c51-4682-8dbe-0e13f8065034,61b4da67-d231-45ed-a373-1d6da2f43d8c,http://10.66.69.142:8481/api/dcim/devices/61b4da67-d231-45ed-a373-1d6da2f43d8c/?format=json,BAB00B90CICN002,BAB00B90CICN002,Loopback1
7411e653-336a-49c9-90e2-d5008b9d23fc,458fdd6d-7707-47ce-8f21-0b8de94110d3,http://10.66.69.142:8481/api/dcim/devices/458fdd6d-7707-47ce-8f21-0b8de94110d3/?format=json,BABPXBABCICN001,BABPXBABCICN001,Loopback0
f46f4a7e-8598-40e6-a0a8-777d8b31f8e6,458fdd6d-7707-47ce-8f21-0b8de94110d3,http://10.66.69.142:8481/api/dcim/devices/458fdd6d-7707-47ce-8f21-0b8de94110d3/?format=json,BABPXBABCICN001,BABPXBABCICN001,Loopback1
9c226f5c-1266-4166-82f6-4ba6b698e742,a79214c9-3b71-4df6-a782-ca484f8fdeb6,http://10.66.69.142:8481/api/dcim/devices/a79214c9-3b71-4df6-a782-ca484f8fdeb6/?format=json,BABPXBABCICN002,BABPXBABCICN002,Loopback0
3b3e1b93-eddf-4e38-8541-afb145b44d75,a79214c9-3b71-4df6-a782-ca484f8fdeb6,http://10.66.69.142:8481/api/dcim/devices/a79214c9-3b71-4df6-a782-ca484f8fdeb6/?format=json,BABPXBABCICN002,BABPXBABCICN002,Loopback1
b9485b41-a323-4d42-87dd-80aa800fbce6,18727d59-6396-4b52-97df-2f828b9be443,http://10.66.69.142:8481/api/dcim/devices/18727d59-6396-4b52-97df-2f828b9be443/?format=json,BAL06114CIBE001,BAL06114CIBE001,Loopback0
6281b53e-e1b1-43ed-8b16-22e13a3af6db,18727d59-6396-4b52-97df-2f828b9be443,http://10.66.69.142:8481/api/dcim/devices/18727d59-6396-4b52-97df-2f828b9be443/?format=json,BAL06114CIBE001,BAL06114CIBE001,Loopback1
26d665ef-6894-4d38-85c7-bab35ceee3c8,f6c555a6-df1f-4c6e-a1ca-300063d718d0,http://10.66.69.142:8481/api/dcim/devices/f6c555a6-df1f-4c6e-a1ca-300063d718d0/?format=json,BAL06114CIBE002,BAL06114CIBE002,Loopback0
c27c6458-08b8-4787-a1df-31679e282467,f6c555a6-df1f-4c6e-a1ca-300063d718d0,http://10.66.69.142:8481/api/dcim/devices/f6c555a6-df1f-4c6e-a1ca-300063d718d0/?format=json,BAL06114CIBE002,BAL06114CIBE002,Loopback1
c95f5811-7795-4d8b-9547-b5c4917b0f35,69335dae-0cf6-4fdb-8780-a04b7f46fa40,http://10.66.69.142:8481/api/dcim/devices/69335dae-0cf6-4fdb-8780-a04b7f46fa40/?format=json,BAT00B04CICN001,BAT00B04CICN001,Loopback0
69994d09-f4b6-468b-ba8b-03d410fc775b,69335dae-0cf6-4fdb-8780-a04b7f46fa40,http://10.66.69.142:8481/api/dcim/devices/69335dae-0cf6-4fdb-8780-a04b7f46fa40/?format=json,BAT00B04CICN001,BAT00B04CICN001,Loopback1
2a3228e4-3539-4fe9-afdb-b4b4bc489b77,a8a93075-c862-44b4-a9d8-43a1c4eb487b,http://10.66.69.142:8481/api/dcim/devices/a8a93075-c862-44b4-a9d8-43a1c4eb487b/?format=json,BAT00B04CICN002,BAT00B04CICN002,Loopback0
8ed0f933-3c04-4433-8b81-f76dce7ce438,a8a93075-c862-44b4-a9d8-43a1c4eb487b,http://10.66.69.142:8481/api/dcim/devices/a8a93075-c862-44b4-a9d8-43a1c4eb487b/?format=json,BAT00B04CICN002,BAT00B04CICN002,Loopback1
06eff6a6-68a5-4122-9661-ef267ebf7751,5512bc09-40f9-4e22-a6dc-3cd6bd204d22,http://10.66.69.142:8481/api/dcim/devices/5512bc09-40f9-4e22-a6dc-3cd6bd204d22/?format=json,BATPXBATCIBP001,BATPXBATCIBP001,Loopback0
eecf45a0-d580-408c-8731-996251555f83,5512bc09-40f9-4e22-a6dc-3cd6bd204d22,http://10.66.69.142:8481/api/dcim/devices/5512bc09-40f9-4e22-a6dc-3cd6bd204d22/?format=json,BATPXBATCIBP001,BATPXBATCIBP001,Loopback1
d7e4cc68-8b37-48a4-9fae-ee2708dc6865,a7c269b4-6b51-40b8-a667-e4db013c8c61,http://10.66.69.142:8481/api/dcim/devices/a7c269b4-6b51-40b8-a667-e4db013c8c61/?format=json,BATPXBATCIBP002,BATPXBATCIBP002,Loopback0
38f89c5e-fcf7-426f-b7ec-c52b497dff6c,a7c269b4-6b51-40b8-a667-e4db013c8c61,http://10.66.69.142:8481/api/dcim/devices/a7c269b4-6b51-40b8-a667-e4db013c8c61/?format=json,BATPXBATCIBP002,BATPXBATCIBP002,Loopback1
3f8a1c15-286c-4209-9f60-3456fa132cff,d69b0afb-70b9-4715-8090-6bb93b888f72,http://10.66.69.142:8481/api/dcim/devices/d69b0afb-70b9-4715-8090-6bb93b888f72/?format=json,BATS0002CIBE001,BATS0002CIBE001,Loopback0
eed6cae7-31e6-4d73-ad44-d85dead1d1e8,d69b0afb-70b9-4715-8090-6bb93b888f72,http://10.66.69.142:8481/api/dcim/devices/d69b0afb-70b9-4715-8090-6bb93b888f72/?format=json,BATS0002CIBE001,BATS0002CIBE001,Loopback1
adc7f97c-3fc3-4e37-b534-67be3450a813,f86de7a0-72b5-4fcd-85a8-7d684542b6a2,http://10.66.69.142:8481/api/dcim/devices/f86de7a0-72b5-4fcd-85a8-7d684542b6a2/?format=json,BATS0002CIBE002,BATS0002CIBE002,Loopback0
282d63c5-33bf-4c3f-a0ca-a79d2fd79436,f86de7a0-72b5-4fcd-85a8-7d684542b6a2,http://10.66.69.142:8481/api/dcim/devices/f86de7a0-72b5-4fcd-85a8-7d684542b6a2/?format=json,BATS0002CIBE002,BATS0002CIBE002,Loopback1
20322ee1-96aa-465f-ac02-4324a0b09071,fd93ccee-9581-471a-b1c4-0cacff21957a,http://10.66.69.142:8481/api/dcim/devices/fd93ccee-9581-471a-b1c4-0cacff21957a/?format=json,BATS0002CICU001,BATS0002CICU001,Loopback0
7b42d1b5-311b-4ef6-8845-51b218fe7db3,fd93ccee-9581-471a-b1c4-0cacff21957a,http://10.66.69.142:8481/api/dcim/devices/fd93ccee-9581-471a-b1c4-0cacff21957a/?format=json,BATS0002CICU001,BATS0002CICU001,Loopback1
b6a57b5c-58b1-4b14-8bad-1fae731ac6e8,3875b8be-9a68-4de3-b4f9-a036b93cb52e,http://10.66.69.142:8481/api/dcim/devices/3875b8be-9a68-4de3-b4f9-a036b93cb52e/?format=json,BAY00625CICN001,BAY00625CICN001,Loopback0
a082f8ec-360f-41a3-9ab2-61fae3c427ef,3875b8be-9a68-4de3-b4f9-a036b93cb52e,http://10.66.69.142:8481/api/dcim/devices/3875b8be-9a68-4de3-b4f9-a036b93cb52e/?format=json,BAY00625CICN001,BAY00625CICN001,Loopback1
5fa5d104-4978-4506-a85b-8d628fa2bfe9,68b18dd6-bd86-4bb1-9a2c-7ad0121933ca,http://10.66.69.142:8481/api/dcim/devices/68b18dd6-bd86-4bb1-9a2c-7ad0121933ca/?format=json,BAY00625CICN002,BAY00625CICN002,Loopback0
7e07241a-0969-4922-ade4-20a10331b2ec,68b18dd6-bd86-4bb1-9a2c-7ad0121933ca,http://10.66.69.142:8481/api/dcim/devices/68b18dd6-bd86-4bb1-9a2c-7ad0121933ca/?format=json,BAY00625CICN002,BAY00625CICN002,Loopback1
bb9cf4ea-9c70-4f61-9291-a6499a5c0763,3c023566-4e2a-42c9-bb21-1d9999c95c3d,http://10.66.69.142:8481/api/dcim/devices/3c023566-4e2a-42c9-bb21-1d9999c95c3d/?format=json,BBG00C82CICN001,BBG00C82CICN001,Loopback0
55d5d41f-ef42-4c99-a746-357c0a0e347c,3c023566-4e2a-42c9-bb21-1d9999c95c3d,http://10.66.69.142:8481/api/dcim/devices/3c023566-4e2a-42c9-bb21-1d9999c95c3d/?format=json,BBG00C82CICN001,BBG00C82CICN001,Loopback1
61dbed38-a1e4-4d3b-b6fc-3e67a0e43e79,43f400d5-2985-41a8-be02-a990ed3e1fce,http://10.66.69.142:8481/api/dcim/devices/43f400d5-2985-41a8-be02-a990ed3e1fce/?format=json,BBG00C82CICN002,BBG00C82CICN002,Loopback0
e337d968-e916-4e94-b0cf-1d2958018c2a,43f400d5-2985-41a8-be02-a990ed3e1fce,http://10.66.69.142:8481/api/dcim/devices/43f400d5-2985-41a8-be02-a990ed3e1fce/?format=json,BBG00C82CICN002,BBG00C82CICN002,Loopback1
4a74f00c-4db3-4cc7-be82-2767d4cf854e,bbd5a6bb-9134-4911-9ae9-08ff50121b05,http://10.66.69.142:8481/api/dcim/devices/bbd5a6bb-9134-4911-9ae9-08ff50121b05/?format=json,BCN00550CICU001,BCN00550CICU001,Loopback0
6b93fffd-0992-4f1f-be04-b56ab32f20b8,bbd5a6bb-9134-4911-9ae9-08ff50121b05,http://10.66.69.142:8481/api/dcim/devices/bbd5a6bb-9134-4911-9ae9-08ff50121b05/?format=json,BCN00550CICU001,BCN00550CICU001,Loopback1
e41a130f-0a3a-4f08-a327-b9d52ead1762,1736cd91-2402-40c9-9277-4de33a1a8b94,http://10.66.69.142:8481/api/dcim/devices/1736cd91-2402-40c9-9277-4de33a1a8b94/?format=json,BCR00S33CICN001,BCR00S33CICN001,Loopback0
f111f79a-945a-44af-b2d4-fec826ba5626,1736cd91-2402-40c9-9277-4de33a1a8b94,http://10.66.69.142:8481/api/dcim/devices/1736cd91-2402-40c9-9277-4de33a1a8b94/?format=json,BCR00S33CICN001,BCR00S33CICN001,Loopback1
9c8131b3-1b65-48ca-b003-397cd37bc6aa,2ca2ece2-f4a2-490e-9512-d436ddbbd011,http://10.66.69.142:8481/api/dcim/devices/2ca2ece2-f4a2-490e-9512-d436ddbbd011/?format=json,BCR00S33CICN002,BCR00S33CICN002,Loopback0
215764c5-7b11-48dd-a3f2-ddc894135bd5,2ca2ece2-f4a2-490e-9512-d436ddbbd011,http://10.66.69.142:8481/api/dcim/devices/2ca2ece2-f4a2-490e-9512-d436ddbbd011/?format=json,BCR00S33CICN002,BCR00S33CICN002,Loopback1
a933dcbf-7d75-4a71-b930-a198182b6c70,74a23440-1f4f-48c5-8341-f750a3493a8b,http://10.66.69.142:8481/api/dcim/devices/74a23440-1f4f-48c5-8341-f750a3493a8b/?format=json,BCR00680CICN001,BCR00680CICN001,Loopback0
d8ed88e7-174c-4577-85af-5d5041eaef62,74a23440-1f4f-48c5-8341-f750a3493a8b,http://10.66.69.142:8481/api/dcim/devices/74a23440-1f4f-48c5-8341-f750a3493a8b/?format=json,BCR00680CICN001,BCR00680CICN001,Loopback1
b340e0a3-e7cf-4110-a2a4-6d4501ce4548,b803ef5d-e681-4800-b7d2-e11501606b5b,http://10.66.69.142:8481/api/dcim/devices/b803ef5d-e681-4800-b7d2-e11501606b5b/?format=json,BCR00680CICN002,BCR00680CICN002,Loopback0
d1a5cdbf-d7ee-4b37-964f-63ac6b5207c7,b803ef5d-e681-4800-b7d2-e11501606b5b,http://10.66.69.142:8481/api/dcim/devices/b803ef5d-e681-4800-b7d2-e11501606b5b/?format=json,BCR00680CICN002,BCR00680CICN002,Loopback1
a061aec6-8eb5-4495-89ea-8826e5b64ab1,db4d67c1-1738-4bc3-b8e7-33681ff79d02,http://10.66.69.142:8481/api/dcim/devices/db4d67c1-1738-4bc3-b8e7-33681ff79d02/?format=json,BCRPXMOLCICU001,BCRPXMOLCICU001,Loopback0
e8197a3d-bb2f-4d1f-b041-d1272d1e8af8,db4d67c1-1738-4bc3-b8e7-33681ff79d02,http://10.66.69.142:8481/api/dcim/devices/db4d67c1-1738-4bc3-b8e7-33681ff79d02/?format=json,BCRPXMOLCICU001,BCRPXMOLCICU001,Loopback1
540cc695-4839-4804-bcec-077e5f7394b9,285600f1-0010-4533-bd97-3317d86b6d35,http://10.66.69.142:8481/api/dcim/devices/285600f1-0010-4533-bd97-3317d86b6d35/?format=json,BGO00V61CICN001,BGO00V61CICN001,Loopback0
bd6e9d43-ca35-4042-8525-3f64ec66f15a,285600f1-0010-4533-bd97-3317d86b6d35,http://10.66.69.142:8481/api/dcim/devices/285600f1-0010-4533-bd97-3317d86b6d35/?format=json,BGO00V61CICN001,BGO00V61CICN001,Loopback1
863618b1-a981-4608-ac70-b9eda458e334,fe15ca03-da8f-4a19-a7c1-283ab2e2e57f,http://10.66.69.142:8481/api/dcim/devices/fe15ca03-da8f-4a19-a7c1-283ab2e2e57f/?format=json,BGO00V61CICN002,BGO00V61CICN002,Loopback0
e0a1c948-a00a-4972-b63d-73f9cbdee25f,fe15ca03-da8f-4a19-a7c1-283ab2e2e57f,http://10.66.69.142:8481/api/dcim/devices/fe15ca03-da8f-4a19-a7c1-283ab2e2e57f/?format=json,BGO00V61CICN002,BGO00V61CICN002,Loopback1
4ce9e24b-5821-4f26-8de2-609423934faa,a10d95b1-297a-48ba-8cac-ba7fa4393e90,http://10.66.69.142:8481/api/dcim/devices/a10d95b1-297a-48ba-8cac-ba7fa4393e90/?format=json,BGO05352CIBE001,BGO05352CIBE001,Loopback0
99db67cd-4c15-4a4b-a7af-119e11e4fd39,a10d95b1-297a-48ba-8cac-ba7fa4393e90,http://10.66.69.142:8481/api/dcim/devices/a10d95b1-297a-48ba-8cac-ba7fa4393e90/?format=json,BGO05352CIBE001,BGO05352CIBE001,Loopback1
537dd212-2c28-479f-ad92-efa31e6c33ae,29e3da57-d4df-45b2-a984-5b0c924d997d,http://10.66.69.142:8481/api/dcim/devices/29e3da57-d4df-45b2-a984-5b0c924d997d/?format=json,BGO05352CIBE002,BGO05352CIBE002,Loopback0
d94c9162-02fb-4170-8473-ff859e416843,29e3da57-d4df-45b2-a984-5b0c924d997d,http://10.66.69.142:8481/api/dcim/devices/29e3da57-d4df-45b2-a984-5b0c924d997d/?format=json,BGO05352CIBE002,BGO05352CIBE002,Loopback1
d7c94510-e6c8-4139-a114-3d0854b0a967,ba8c98c8-1baa-454e-9dbb-533a63068469,http://10.66.69.142:8481/api/dcim/devices/ba8c98c8-1baa-454e-9dbb-533a63068469/?format=json,BGOPXBGOCICU001,BGOPXBGOCICU001,Loopback0
ab676c91-c84a-48b9-ba87-80c99a437b5c,ba8c98c8-1baa-454e-9dbb-533a63068469,http://10.66.69.142:8481/api/dcim/devices/ba8c98c8-1baa-454e-9dbb-533a63068469/?format=json,BGOPXBGOCICU001,BGOPXBGOCICU001,Loopback1
9b821f33-3c3f-443d-b416-1ef42004979c,d0b3270d-7916-4486-90c3-98878c02c92e,http://10.66.69.142:8481/api/dcim/devices/d0b3270d-7916-4486-90c3-98878c02c92e/?format=json,BGOPXBGSCICU001,BGOPXBGSCICU001,Loopback0
1144c92f-4f43-402b-9e79-60bac71f22a9,d0b3270d-7916-4486-90c3-98878c02c92e,http://10.66.69.142:8481/api/dcim/devices/d0b3270d-7916-4486-90c3-98878c02c92e/?format=json,BGOPXBGSCICU001,BGOPXBGSCICU001,Loopback1
d52e8c66-f392-43bd-9952-d075d3d50109,4da4e428-5b7a-48ff-bf0d-5f5fe9184cfd,http://10.66.69.142:8481/api/dcim/devices/4da4e428-5b7a-48ff-bf0d-5f5fe9184cfd/?format=json,BGR05664CICN001,BGR05664CICN001,Loopback0
058ddb4e-313e-436c-b749-09bf32457a22,4da4e428-5b7a-48ff-bf0d-5f5fe9184cfd,http://10.66.69.142:8481/api/dcim/devices/4da4e428-5b7a-48ff-bf0d-5f5fe9184cfd/?format=json,BGR05664CICN001,BGR05664CICN001,Loopback1
41735fda-3ff3-4b6a-92fa-82d71b57912d,e043063a-2075-439b-b461-b08147755afe,http://10.66.69.142:8481/api/dcim/devices/e043063a-2075-439b-b461-b08147755afe/?format=json,BKO03813CICN001,BKO03813CICN001,Loopback0
59396c6e-38fe-4287-855e-8d9396465be7,e043063a-2075-439b-b461-b08147755afe,http://10.66.69.142:8481/api/dcim/devices/e043063a-2075-439b-b461-b08147755afe/?format=json,BKO03813CICN001,BKO03813CICN001,Loopback1
5610e6d5-a0fb-4db8-b68e-685e90c2053c,b71bfa0f-3b95-4fbb-acd9-9c2ad3d1010c,http://10.66.69.142:8481/api/dcim/devices/b71bfa0f-3b95-4fbb-acd9-9c2ad3d1010c/?format=json,BKO03813CICU001,BKO03813CICU001,Loopback0
405f77da-4ead-47e9-b292-fd7fdb0e5f26,b71bfa0f-3b95-4fbb-acd9-9c2ad3d1010c,http://10.66.69.142:8481/api/dcim/devices/b71bfa0f-3b95-4fbb-acd9-9c2ad3d1010c/?format=json,BKO03813CICU001,BKO03813CICU001,Loopback1
f3af8c96-6986-4bd2-bc01-d5c748c4b8ce,557b5dbe-f64a-43f3-973a-dec3dc61c595,http://10.66.69.142:8481/api/dcim/devices/557b5dbe-f64a-43f3-973a-dec3dc61c595/?format=json,BLA00N55CICU001,BLA00N55CICU001,Loopback0
24f09de1-35ff-44fa-9dc9-024d053eb031,557b5dbe-f64a-43f3-973a-dec3dc61c595,http://10.66.69.142:8481/api/dcim/devices/557b5dbe-f64a-43f3-973a-dec3dc61c595/?format=json,BLA00N55CICU001,BLA00N55CICU001,Loopback1
95c4df10-351a-48ee-b558-e6a9df59fb81,9d09b799-7f99-4daf-9b88-35d00d518101,http://10.66.69.142:8481/api/dcim/devices/9d09b799-7f99-4daf-9b88-35d00d518101/?format=json,BLA00522CICN001,BLA00522CICN001,Loopback0
9d0114b1-c94a-4ed4-a48d-3098c3657473,9d09b799-7f99-4daf-9b88-35d00d518101,http://10.66.69.142:8481/api/dcim/devices/9d09b799-7f99-4daf-9b88-35d00d518101/?format=json,BLA00522CICN001,BLA00522CICN001,Loopback1
b51ee4e9-bd4e-4103-af4d-0fcf0839ad4f,2d6104c5-ebbe-4163-9b77-e29a76cb736b,http://10.66.69.142:8481/api/dcim/devices/2d6104c5-ebbe-4163-9b77-e29a76cb736b/?format=json,BLA00522CICN002,BLA00522CICN002,Loopback0
ee437c19-5e75-4122-bab8-21621d183010,2d6104c5-ebbe-4163-9b77-e29a76cb736b,http://10.66.69.142:8481/api/dcim/devices/2d6104c5-ebbe-4163-9b77-e29a76cb736b/?format=json,BLA00522CICN002,BLA00522CICN002,Loopback1
9799aa1d-982b-4506-ab3f-067ee844c5af,f2b8eb8e-860b-4ecf-a716-edee197e7270,http://10.66.69.142:8481/api/dcim/devices/f2b8eb8e-860b-4ecf-a716-edee197e7270/?format=json,BLL00O74CIBE001,BLL00O74CIBE001,Loopback0
8ce17da1-e060-4719-be3a-972527cb89fd,f2b8eb8e-860b-4ecf-a716-edee197e7270,http://10.66.69.142:8481/api/dcim/devices/f2b8eb8e-860b-4ecf-a716-edee197e7270/?format=json,BLL00O74CIBE001,BLL00O74CIBE001,Loopback1
3940d948-83f6-4d7d-bdaf-ed6cbf35734c,2d59d7f1-7fe8-4f5f-a4a6-461791724c80,http://10.66.69.142:8481/api/dcim/devices/2d59d7f1-7fe8-4f5f-a4a6-461791724c80/?format=json,BLL00O74CIBE002,BLL00O74CIBE002,Loopback0
3eb6b2e1-03ed-4cdd-9fcc-60f02826abd4,2d59d7f1-7fe8-4f5f-a4a6-461791724c80,http://10.66.69.142:8481/api/dcim/devices/2d59d7f1-7fe8-4f5f-a4a6-461791724c80/?format=json,BLL00O74CIBE002,BLL00O74CIBE002,Loopback1
75ca1041-1a3e-4fd3-9e58-6d0ee804bcfa,e82ca041-ceb7-4b36-a448-3749ba698eff,http://10.66.69.142:8481/api/dcim/devices/e82ca041-ceb7-4b36-a448-3749ba698eff/?format=json,BMB00C27CICU001,BMB00C27CICU001,Loopback0
86735092-9916-4dd5-99ac-920adcfb7a6c,e82ca041-ceb7-4b36-a448-3749ba698eff,http://10.66.69.142:8481/api/dcim/devices/e82ca041-ceb7-4b36-a448-3749ba698eff/?format=json,BMB00C27CICU001,BMB00C27CICU001,Loopback1
